type,term,unicode,source_definition,learner_definition_en,learner_definition_status,ai_review_status,review_notes
character,磚,U+78DA,"tile, brick",brick; tile,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,休,U+4F11,"rest, stop; retire; do not!",rest; stop,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,徵,U+5FB5,"summon, recruit; musical note",summon; musical note,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,借,U+501F,borrow; lend; make pretext of,borrow; lend,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,骨,U+9AA8,"bone; skeleton; frame, framework; Kangxi radical 188",bone; frame,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,奧,U+5967,"mysterious, obscure, profound",deep; mysterious,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,暗,U+6697,"dark; obscure; in secret, covert",dark; secret,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,碰,U+78B0,"collide, bump into",bump; collide,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,蕩,U+8569,"pond, pool; wash away, cleanse",pond; wash away,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,牙,U+7259,"tooth, molars, teeth; serrated",tooth,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,念,U+5FF5,"think of, recall, study",think of; study,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,怪,U+602A,"strange, unusual, peculiar",strange; unusual,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,勁,U+52C1,"strong, unyielding, tough, powerful",strong; powerful,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,娃,U+5A03,baby; doll; pretty girl,baby; doll,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,榮,U+69AE,"glory, honor; flourish, prosper",honour; flourish,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,蜜,U+871C,honey; sweet; nectar,honey; sweet nectar,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,險,U+96AA,"narrow pass, strategic point, dangerous",dangerous; narrow pass,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,藏,U+85CF,"hide, conceal; hoard, store up",hide; store,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,弄,U+5F04,"do, play or fiddle with; alley",play with; alley,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,威,U+5A01,"pomp, power; powerful; dominate",power; might,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,染,U+67D3,dye; be contagious; infect,dye; infect,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,盆,U+76C6,"basin, tub, pot, bowl",basin; bowl,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,旅,U+65C5,"trip, journey; travel; traveler; hexagram ䷷",trip; travel,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,鬼,U+9B3C,"ghost; spirit of dead; devil; Kangxi radical 194; 23rd lunar mansion, determinative star θ Cancri",ghost; spirit,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,笛,U+7B1B,bamboo flute; whistle,flute; whistle,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,曾,U+66FE,already; sign of past,already; once,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,舊,U+820A,"old, ancient; former, past",old; former,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,釋,U+91CB,"interpret, elucidate; release",explain; release,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,丙,U+4E19,third; 3rd heavenly stem,third,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,挑,U+6311,a load carried on the shoulders; to carry,carry on the shoulders,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,酒,U+9152,"wine, spirits, liquor, alcoholic beverage",wine; alcohol,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,喝,U+559D,"drink; shout, call out",drink; shout,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,獲,U+7372,"obtain, get, receive; seize",get; capture,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,貝,U+8C9D,"sea shell; money, currency; Kangxi radical 154",shell; money,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,抽,U+62BD,"draw out, pull out; sprout",pull out; sprout,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,抱,U+62B1,"embrace, hold in arms, enfold",hold in the arms,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,納,U+7D0D,"admit, take, receive, accept",accept; receive,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,缺,U+7F3A,"be short of, lack; gap, deficit",lack; gap,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,討,U+8A0E,"to discuss; ask for, beg; demand; dun; marry",discuss; ask for,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,猛,U+731B,"violent, savage, cruel; bold",fierce; brave,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,荷,U+8377,"lotus, water lily; Holland",lotus; carry,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,熊,U+718A,a bear; brilliant; bright; surname,bear,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,鄰,U+9130,neighbor; neighborhood,neighbour; nearby,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,鋪,U+92EA,"spread out, arrange; shop, store; place to sleep, bed",spread out; shop,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,燃,U+71C3,"burn; light fire, ignite",burn; light,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,繫,U+7E6B,"attach, connect, unite, fasten",attach; connect,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,映,U+6620,project; reflect light,reflect; show,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,挺,U+633A,"to stand upright, straighten; rigid",stand straight,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,雀,U+96C0,sparrow,sparrow,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,溝,U+6E9D,"ditch, drain, narrow waterway",ditch; drain,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,摩,U+6469,"rub, scour, grind; friction",rub; grind,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,燕,U+71D5,"swallow (bird); comfort, enjoy",swallow (bird),approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,丁,U+4E01,"male adult; robust, vigorous; 4th heavenly stem",adult male; third,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,哭,U+54ED,"weep, cry, wail",cry,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,救,U+6551,"save, rescue, relieve; help, aid",save; rescue,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,陰,U+9670,"the passive, female principle in Chinese philosophy (yin); dark; secret",dark; hidden,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,街,U+8857,"street, road, thoroughfare",street,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,截,U+622A,"cut off, stop, obstruct, intersect",cut off; stop,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,滴,U+6EF4,drip; drop of water,drop of water,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,噴,U+5674,"spurt, blow out, puff out",spray; puff out,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
